,loc,total_count,lat,lng,type
453,GARRISON ST,129885.0,32.7279976,-117.2323425,start_only
454,OLD TOWN AV,129817.0,32.7473289,-117.1934447,both
455,RADIO DR,129649.0,32.7103419,-117.0720194,both
456,BAJADA RD,129614.0,33.027184,-117.071693,both
457,STEADMAN ST,129555.0,32.905484,-117.1809994,end_only
458,PADGETT  ST,129550.0,32.8953861,-117.1269622,start_only
459,ROSELLE ST,129276.0,33.193241,-117.297043,start_only
460,SAN DIEGO AV,128994.0,32.7522126,-117.1939891,end_only
461,ARIZONA ST,128967.0,32.75219,-117.137573,both
462,BUNKER HILL ST,128111.0,32.804291,-117.2102103,start_only
463,VIPER WY,127873.0,32.9069837,-117.1741906,end_only
464,HARRIS PLANT RD,126866.0,32.860351,-117.1165823,start_only
465,MIRAMAR WY,126866.0,32.881184,-117.1194326,end_only
466,COLLWOOD WY,126853.0,32.7683404,-117.08583,start_only
467,FAY AV,126836.0,32.836378,-117.272455,start_only
468,APPIAN DR,126692.0,32.677597,-117.038277,end_only
469,SWIFT AV,126345.0,32.7496891,-117.1192792,both
470,56 ST,126291.0,32.7585278,-117.0749295,both
471,CARROLL  RD,126285.0,32.8828066,-117.1567097,both
472,BALTIC ST,126209.0,32.8057571,-117.159096,start_only
473,VILLAGE PL,125472.0,32.7324436,-117.1479118,both
474,BLACK MOUNTAIN RD,125184.0,32.9891419,-117.1266465,both
475,COTTON ST,125019.0,32.71671,-117.0946705,end_only
476,ROCKFIELD WY,124112.0,32.926575,-117.125618,end_only
477,PRINCESS VIEW DR,124062.0,32.8017652,-117.0781342,both
478,LA MANCHA DR,123965.0,32.7848196,-117.2367872,both
479,SCRIPPS SUMMIT DR,123904.0,32.939793,-117.101692,start_only
480,CHEROKEE AV,122874.0,32.760948,-117.114098,both
481,NAUTILUS ST,121996.0,32.831383,-117.26693,both
482,DIANE AV,121895.0,32.741222,-116.996338,both
483,FELTON ST,121474.0,32.7976115,-117.2552478,start_only
484,BUENOS AV,121081.0,32.7686115,-117.2007707,start_only
485,DORCAS ST,121081.0,32.772118,-117.199478,end_only
486,CHIPPEWA CT,120928.0,32.813633,-117.203651,end_only
487,TANGIERS CT,120665.0,32.7860381,-117.2538342,end_only
488,SUNSET CT,120665.0,32.7856967,-117.2537722,start_only
489,LONGFORD ST,120647.0,32.835243,-117.182701,both
490,CANYONSIDE PARK RD,120492.0,32.943848,-117.1316801,end_only
491,PEREZ COVE WY,120315.0,32.7678132,-117.2337341,end_only
492,GENESEE CV,119321.0,32.8565795,-117.2050941,end_only
493,COSTA VERDE BL,118458.0,32.8667433,-117.2165801,start_only
494,DAYTON ST,118097.0,32.758754,-117.077389,end_only
495,FALCON ST,118026.0,32.7523544,-117.1704599,both
496,DORIANA ST,117953.0,32.685257,-117.04792,both
497,ALAMITOS AV,117715.0,32.592007,-117.08622,start_only
498,SAN ANDRES DR,117532.0,32.9797031,-117.2475199,both
499,BALBOA ARMS DR,117349.0,32.8231166,-117.17921,both
500,CAVE ST,117274.0,32.8479388,-117.2713048,both
501,SOLOLA AV,116508.0,32.693684,-117.086067,both
502,BOYD AV,116395.0,32.811352,-117.17659,end_only
503,NIAGARA AV,115679.0,32.7417715,-117.2448654,both
504,ESCUELA ST,115210.0,32.705051,-117.092812,end_only
505,SHILOH RD,114714.0,32.818821,-117.108253,both
506,GILL VILLAGE WY,114563.0,32.7743075,-117.1467648,end_only
507,SMITH ST,114363.0,32.7512306,-117.200495,start_only
508,VISTA HILL AV,114343.0,32.7949274,-117.1559124,both
509,CONRAD AV,114094.0,32.8361384,-117.1885526,both
510,OTAY MESA RD,114054.0,32.5676881,-116.962358,both
511,65 ST,113970.0,32.7119471,-117.0580891,both
512,5 AV,113592.0,32.7174202,-117.1627728,both
513,GENESEE E CT,113475.0,32.8142846,-117.1788998,start_only
514,RONDA AV,112767.0,32.79105,-117.124397,both
515,NEW SALEM ST,112347.0,32.914558,-117.138847,start_only
516,NESTOR WY,112239.0,32.5759644,-117.0854773,end_only
517,GREEN BAY ST,112239.0,32.575058,-117.0884144,start_only
518,LA PLAYA AV,112195.0,32.788845,-117.237053,both
519,DABNEY  DR,112015.0,32.9081631,-117.1582057,start_only
520,PICCARD AV,111840.0,32.579456,-117.05024,start_only
521,AERO CT,111756.0,32.807687,-117.1485239,start_only
522,IVY ST,111669.0,32.8455883,-117.2715591,both
523,MONMOUTH DR,111578.0,32.807102,-117.241508,start_only
524,VACATION RD,111198.0,32.7750385,-117.2349961,end_only
525,53 ST,111195.0,32.739193,-117.081413,start_only
526,ZEST ST,111022.0,32.690453,-117.03846,end_only
527,TORREY PINES PARK RD,110695.0,32.9264948,-117.2587309,start_only
528,RIO SAN DIEGO DR,110560.0,32.7760345,-117.1374706,end_only
529,CAMINO RIO N DR,110560.0,32.7668992,-117.1532824,start_only
530,SCOTT ST,110489.0,32.7254094,-117.2270211,start_only
531,LEA ST,110382.0,32.745186,-117.081596,start_only
532,CAMINO RIO S ,109900.0,32.8866727,-116.9226124,both
533,KEARNY VILLA  RD,109690.0,32.8318334,-117.1383588,both
534,CARTAGENA DR,109504.0,32.755001,-117.062752,end_only
535,LANING RD,109306.0,32.7304818,-117.2199859,end_only
536,MALLARD ST,109082.0,32.729572,-117.056328,both
537,DICKENS ST,109062.0,32.7240617,-117.2303973,start_only
538,EXPEDITION WY,108712.0,32.8711668,-117.24333,end_only
539,SIVA ST,108497.0,32.688957,-117.120369,end_only
540,RIGEL ST,108497.0,32.690941,-117.121208,start_only
541,KINGSLEY ST,108273.0,32.748737,-117.220467,both
542,DIVISION ST,107536.0,32.6823742,-117.1108395,both
543,GATEWAY DR,106956.0,32.724884,-117.108162,both
544,CALLE JUELA ,106929.0,32.849781,-117.254959,end_only
545,CALLE PLATA ,106929.0,33.0962234,-117.2224056,start_only
546,WILBUR AV,106340.0,32.805218,-117.252289,both
547,GOSHEN ST,106297.0,32.765421,-117.1871113,both
548,66 ST,106081.0,32.7119471,-117.0580891,end_only
549,OVIEDO ST,106046.0,32.9677237,-117.1324493,both
550,MONTONGO  ST,105936.0,32.9149367,-117.1522685,end_only
551,CAMINITO ZAR ,105769.0,32.9023391,-117.1220329,start_only
552,SPILLMAN DR,105606.0,32.722767,-117.105827,both
553,UNION ST,105463.0,32.7140927,-117.1656055,start_only
554,DEFREITAS AV,105444.0,32.9647183,-117.1277218,both
555,PIROTTE DR,105397.0,32.728302,-117.079674,end_only
556,GLACIER AV,105039.0,32.788742,-117.095787,start_only
557,JADE COAST DR,104901.0,32.902187,-117.140266,end_only
558,MIRALANI DR,104901.0,32.8966901,-117.1364217,start_only
559,IOWA ST,104682.0,32.5861291,-117.0930034,end_only
560,VIEW PL,104602.0,32.755569,-117.066132,end_only
561,MT HERBERT AV,103915.0,32.820549,-117.195671,both
562,PARK RW,103867.0,32.846173,-117.2709646,start_only
563,RIGEL- ANDERSON AV,103631.0,32.889057,-117.137932,end_only
564,HAVERFIELD WY,103317.0,32.9244443,-117.1259986,both
565,COLLEGE PL,103115.0,32.7699433,-117.0700117,both
566,4 AV,102903.0,32.7174202,-117.1627728,both
567,TWINING AV,102838.0,32.584518,-117.045403,both
568,MCGUIRE DR,102825.0,32.9528483,-117.2288527,start_only
569,DEERFIELD ST,102815.0,32.814621,-117.060944,start_only
570,EL CAMINO REAL RD,102800.0,33.2844529,-117.4361189,both
571,ADOBE FALLS RD,102349.0,32.7815943,-117.083143,both
572,HERSCHEL AV,101753.0,32.8407637,-117.2713609,both
573,BACON ST,101649.0,32.7532071,-117.2456428,both
574,CANDIDA ST,101283.0,32.8976723,-117.1205712,start_only
575,FATHER JUNIPERO SERRA TRL,101130.0,32.7457676,-117.1720498,end_only
576,VESTA ST,101018.0,32.6883474,-117.1126318,both
577,MOORLAND DR,100928.0,32.787197,-117.235077,end_only
578,CONSTRUCTION CT,100772.0,32.8835958,-117.1673496,end_only
579,PARK MESA WY,100673.0,32.7976417,-117.1713349,end_only
580,SEA RIDGE DR,100224.0,32.8089173,-117.2650612,both
581,HYDRA LN,99971.0,32.920532,-117.139954,end_only
582,DEL MAR HEIGHTS RD,99411.0,32.9485786,-117.2593425,both
583,OSLER ST,99271.0,32.7926595,-117.17292530000002,start_only
584,48 ST,98710.0,32.7559135,-117.0911278,both
585,CAMPUS POINT DR,98631.0,32.8803723,-117.2235722,start_only
586,SCRIPPS HOSPITAL DR,98631.0,32.811162,-116.92197,end_only
587,NUTMEG ST,98567.0,32.7334786,-117.1613503,end_only
588,XENOPHON ST,97943.0,32.737639,-117.2226401,both
589,MT ABRAHAM AV,97666.0,32.8161321,-117.1755035,both
590,68 ST,97457.0,32.707779,-117.051064,both
591,MANZANARES WY,97453.0,32.703293,-117.082153,both
592,FASHION VALLEY RD,97424.0,32.7638056,-117.1700477,both
593,KENSINGTON DR,97130.0,33.143764,-117.203217,start_only
594,MARLBOROUGH DR,97130.0,32.7608525,-117.106359,end_only
595,RIVER RUN DR,96962.0,32.7782285,-117.1334429,end_only
596,PASEO MONTALBAN ,96862.0,32.9592405,-117.1254637,start_only
597,69 ST,96605.0,32.72943155,-117.0623741,end_only
598,TORREY RIDGE DR,96270.0,32.9563779,-117.2259865,both
599,OLIVER AV,96248.0,32.795003,-117.2395337,start_only
600,NORSTAD AV,95917.0,32.7843777,-117.0556683,both
601,MURRAY RIDGE RD,95750.0,32.7874276,-117.1448427,both
602,MORLEY FIELD DR,95550.0,32.740299,-117.146111,both
603,HALF MILE DR,95507.0,32.9621547,-117.2334332,both
604,CHABOLA RD,95371.0,32.939724,-117.120872,end_only
605,UTE DR,95368.0,32.80928,-117.199081,end_only
606,MISSILE RD,95339.0,32.8261337,-117.1315822,end_only
607,24 ST,95236.0,32.6616815,-117.1078598,start_only
608,VALVERDE CT,94889.0,32.9776929,-117.0917034,end_only
609,S BROOKVILLE DR,94772.0,32.93084,-117.097778,end_only
610,CAMINITO ARCADA DR,94772.0,32.9328034,-117.0943513,start_only
611,BAYARD ST,94143.0,32.8073132,-117.2563672,start_only
612,CALHOUN ST,93989.0,32.755764,-117.1986223,start_only
613,PALMILLA DR,93720.0,32.8570864,-117.2272898,both
614,ACADEMY ST,93671.0,32.8470848,-117.2220501,end_only
615,MIDWAY ST,93632.0,32.8131638,-117.2648792,both
616,UPSHUR ST,93350.0,32.720344,-117.2314497,end_only
617,BROOKES AV,93220.0,32.7433189,-117.1621502,both
618,OMEARA ST,92982.0,32.6994434,-117.0629653,both
619,ESTRELLA AV,92453.0,32.7494107,-117.0899733,both
620,CAMINITO BOLSA ,92300.0,32.960985,-117.1172093,end_only
621,BERYL WY,92253.0,32.8083536,-117.2268164,end_only
622,JAMACHA RD,92207.0,32.7144302,-117.0342503,both
623,E HARBOR DR,91941.0,32.7086318,-117.1635315,both
624,CAMINO SANTA FE ,91758.0,32.879043,-117.1726352,start_only
625,CAROL ST,91539.0,32.5863954,-117.0942789,start_only
626,DORIS (PALM AV) ST,91539.0,32.5645375,-117.0153262,end_only
627,AMPUDIA ST,91520.0,32.7549272,-117.1888384,both
628,MARKHAM ST,91476.0,32.802494,-117.157661,end_only
629,TORREY MEADOWS DR,91469.0,32.963743,-117.1515509,both
630,PENTECOST WY,91219.0,32.721516,-117.082611,both
631,BUENA VISTA ST,91176.0,32.782436,-117.238327,end_only
632,CAMINO REPOSO ,91121.0,32.8534439,-117.2548472,end_only
633,PASEO DORADO ,91121.0,32.852608,-117.251663,start_only
634,IRIS AV,91110.0,32.5693891,-117.0665659,both
635,DUKE ST,91046.0,32.647778,-116.981827,end_only
636,25 ST,90597.0,32.6616815,-117.1078598,both
637,HILL ST,90453.0,32.7223997,-117.2388432,both
638,WELLINGTON ST,90398.0,32.7999768,-117.1596898,start_only
639,COMMERCIAL ST,90265.0,32.75522207142857,-117.14821597142858,both
640,BRITANNIA BL,89893.0,32.5636995,-116.9796988,both
641,BESSEMER ST,89829.0,32.7190958,-117.2344186,start_only
642,MUIRLANDS DR,89802.0,32.827713,-117.264038,both
643,FEZ ST,89104.0,32.8788925,-117.2139779,start_only
644,KENAMAR DR,88872.0,32.8866517,-117.1554613,both
645,ORCHARD AV,88408.0,32.7345728,-117.24576759999998,both
646,HIXSON AV,88264.0,32.724895,-117.105347,end_only
647,SOARING DR,88010.0,32.8031512,-117.0284905,end_only
648,EASTGATE  ML,87995.0,32.8814355,-117.1990651,both
649,CAMINITO JOVIAL ,87855.0,32.9030628,-117.1200378,end_only
650,VIA EMBELESO ,87640.0,33.007549,-117.073174,both
651,SMYTHE AV,87442.0,32.5611863,-117.0493615,both
652,OLIVE ST,87373.0,32.734699,-117.0858763,both
653,RAGWEED ST,86874.0,32.941762,-117.138657,start_only
654,SHORELINE DR,86429.0,32.8656187,-117.2015184,both
655,CACTUS RD,85804.0,32.5574934,-116.9884477,both
656,LETHBRIDGE WY,85798.0,32.971272,-117.129662,end_only
657,STALMER ST,85693.0,32.8078852,-117.1559766,end_only
658,PROSPECT ST,85596.0,32.7449764,-117.1118272,both
659,ZAPATA AV,85112.0,32.9273248,-117.1417835,both
660,AVATI DR,84700.0,32.817471,-117.215591,end_only
661,CAMINO REINA DR,84192.0,32.7677176,-117.1552374,start_only
662,MERCADO DR,84159.0,32.948708,-117.250847,end_only
663,RECUERDO DR,84159.0,32.952915,-117.251961,start_only
664,HERMAN AV,83983.0,32.7437123,-117.1260941,end_only
665,NACIDO DR,83956.0,33.0075221,-117.0570138,end_only
666,STONE CANYON RD,83956.0,33.3862324,-117.1644339,start_only
667,EVERTS ST,83762.0,32.7943639,-117.2470095,both
668,HERBERT ST,83512.0,32.747459,-117.149277,start_only
669,NEWPORT AV,83396.0,32.7387773,-117.2378949,both
670,GEMINI AV,83313.0,32.9196916,-117.1216516,start_only
671,CAMINO SIESTA ,83013.0,32.7652802,-117.1603798,end_only
672,AVENIDA RIO ,83013.0,32.7665806,-117.1643472,start_only
673,RESERVOIR DR,83005.0,32.664907,-117.0575358,start_only
674,70 ST,83005.0,32.7721712,-117.0420326,end_only
675,SEA LN,82971.0,32.836472,-117.278099,end_only
676,LOTUS ST,82674.0,32.750308,-117.242271,end_only
677,LEHRER DR,82608.0,32.838047,-117.191521,end_only
678,EVERGREEN ST,82190.0,32.956062,-117.098221,both
679,POPLAR ST,81942.0,32.7381315,-117.1013602,start_only
680,MANZANITA PL,81942.0,32.7397798,-117.1014329,end_only
681,CASTANA ST,81813.0,32.70663,-117.0831841,both
682,HARVEST RD,81805.0,32.5722317,-116.9450828,both
683,13 ST,81572.0,32.7174202,-117.1627728,both
684,GOODE ST,81531.0,32.688015,-117.030937,both
685,AVENIDA VENUSTO ,81510.0,33.001015,-117.075912,both
686,DERBY DOWNS RD,81478.0,32.9652082,-117.233346,end_only
687,FORWARD ST,81220.0,32.813986,-117.2685908,both
688,ST CHARLES ST,81207.0,32.7449168,-117.2089048,end_only
689,JACARANDA DR,81042.0,32.640951,-117.064447,end_only
690,BRIARWOOD RD,80770.0,32.6838243,-117.03310500000002,both
691,ALDINE  DR,80385.0,32.7635355,-117.0978908,both
692,MISSOURI ST,80374.0,32.802296,-117.247513,end_only
693,30 SB ST,79664.0,32.7328722,-117.14643595,start_only
694,VENTURA PL,79632.0,32.7720132,-117.252691,both
695,ULLMAN ST,79624.0,32.7240186,-117.2368929,end_only
696,SILVERTON AV,79160.0,32.890862,-117.150307,end_only
697,GAMMA ST,79030.0,32.689976,-117.090942,end_only
698,DELTA ST,79030.0,32.688938,-117.099136,start_only
699,ORO VISTA RD,78813.0,32.5665065,-117.0781973,end_only
700,PARKSIDE AV,78803.0,32.6748309,-117.042751,both
701,WALL ST,78539.0,32.846931,-117.273264,both
702,LEE CT,78506.0,32.7289399,-117.2117388,start_only
703,PASEO LUCIDO ,78296.0,32.9920441,-117.0702504,both
704,CAMINO DEL ESTE RD,77943.0,32.7689942,-117.1435373,end_only
705,RACINE RD,77842.0,32.747232,-117.054482,both
706,CARMEL CRK RD,77829.0,32.9368478,-117.228744,start_only
707,ART ST,77477.0,32.7682499,-117.0630578,end_only
708,FLOWER HILL ML,77469.0,32.981287,-117.25057636023924,start_only
709,VICKERS ST,77447.0,32.827267,-117.148842,both
710,UNIVERSITY  AV,77416.0,32.7484766,-117.1239509,both
711,PICARD AV,77376.0,32.579456,-117.05024,end_only
712,SANYO AV,77337.0,32.5638216,-116.940769,both
713,SPRINGBROOK DR,77280.0,32.9386821,-117.0787422,both
714,RANCHO HILLS DR,77261.0,32.672031,-117.058167,both
715,ALLEY W/O 42 ST,77001.0,32.7500652,-117.1118654,end_only
716,RENAISSANCE AV,76933.0,32.8685461,-117.2037139,both
717,REHCO RD,76524.0,32.8870397,-117.1719244,both
718,TECOLOTE RD,76431.0,32.7720835,-117.2032068,both
719,OLD MILKY WY,76283.0,33.090935,-117.00711800000002,start_only
720,RADENZ AV,76275.0,32.796047,-117.159981,start_only
721,DANIEL AV,76275.0,32.792831,-117.160378,end_only
722,DAKOTA DR,76195.0,32.747948,-117.131756,start_only
723,ASHFORD ST,76001.0,32.8046519,-117.159975,both
724,GRISSOM ST,75984.0,32.583256,-117.055397,both
725,CYPRESS AV,75462.0,32.7438127,-117.1512203,end_only
726,MENDONCA DR,75326.0,32.7448394,-117.2073816,start_only
727,EASTGATE CT,75310.0,32.8809546,-117.1885532,start_only
728,AUTOPORT ML,75310.0,32.8779555,-117.1847272,end_only
729,HARTFORD CT,74901.0,32.7479826,-117.0366097,start_only
730,CLAIREMONT CT,74901.0,32.7915036,-117.197949,end_only
731,CALYPSO PL,74664.0,33.0613857,-117.3019431,start_only
732,MALER RD,74651.0,32.980263,-117.131401,end_only
733,ENGINEER RD,74515.0,32.8247909,-117.1488798,both
734,ARTESIAN  RD,74161.0,33.020065,-117.15242,both
735,AGEE ST,73984.0,32.851559,-117.201233,end_only
736,EDMONTON AV,73984.0,32.8586033,-117.202052,start_only
737,ANDERSON PL,73980.0,32.74423,-117.1600968,start_only
738,WARD RD,73893.0,32.7808355,-117.1104381,start_only
739,SCRIPPS LAKE DR,73757.0,32.911812,-117.10598,both
740,CREEKVIEW DR,73657.0,32.9442556,-117.0912578,start_only
741,FULTON ST,73595.0,32.789631,-117.163902,end_only
742,EL CARMEL PL,73424.0,32.778376,-117.25126,both
743,PARK  BL,73230.0,32.7331897,-117.1459423,both
744,ARAGON DR,73193.0,32.748909,-117.052223,both
745,COLLEGE  AV,73096.0,32.811871,-117.263329,both
746,CHOCTAW DR,73020.0,32.7647678,-117.0620107,start_only
747,CARMEL VALLEY RD,72908.0,32.9517747,-117.1943397,both
748,BELT ST,72882.0,32.818775,-117.2687,both
749,SORRENTO VY  RD,72835.0,32.8901984,-117.2084854,end_only
750,CAMINO ARROYO RD,72664.0,32.7668481,-117.1583407,start_only
751,PORTOFINO DR,72633.0,32.94054,-117.243019,start_only
752,CAMPUS POINT CT,72551.0,32.8878188,-117.2241007,end_only
753,IONA DR,72462.0,32.7096637,-117.0691653,both
754,CALLE NOBLEZA ,72166.0,33.0109146,-117.0773257,start_only
755,PASEO MONTALBAN DR,71899.0,32.9592405,-117.1254637,end_only
756,SANTA CLARA PL,71700.0,32.7827573,-117.2510501,both
757,CAPISTRANO ST,71508.0,32.7369816,-117.228544,end_only
758,OLIPHANT ST,71508.0,32.7328006,-117.2285216,start_only
759,ACENA DR,71491.0,33.0225777,-117.0701514,both
760,POINT LOMA AV,71188.0,32.7295639,-117.2416335,both
761,BROADWAY ,70902.0,32.7158413,-117.13319,both
762,VIA CUMBRES RD,70867.0,33.3783307,-117.2038137,start_only
763,POWAY RD,70853.0,32.9478055,-117.0768396,both
764,COMSTOCK ST,70821.0,32.7873372,-117.1745691,start_only
765,WODEN ST,70631.0,32.6868222,-117.1113333,end_only
766,MEADOW LARK DR,70572.0,32.787903,-117.15461,end_only
767,VIA MALLORCA DR,70535.0,32.864985,-117.2341896,end_only
768,LA CIMA DR,70476.0,32.782764,-117.236633,start_only
769,SPACE THEATER WY,70414.0,32.7297396,-117.1467502,start_only
770,BEAVER LAKE DR,70353.0,32.800214,-117.020236,start_only
771,SAN CARLOS DR,70353.0,32.8009873,-117.0205655,end_only
772,CARDIFF ST,70301.0,32.715221,-117.025192,both
773,LINNET ST,70248.0,32.708564,-117.0697062,start_only
774,HARBISON AV,70192.0,32.6732786,-117.0707681,end_only
775,72 ST,70192.0,32.769852,-117.042671,start_only
776,SANTA BARBARA PL,70132.0,32.7741584,-117.2517038,start_only
777,JERSEY CT,70132.0,32.7746458,-117.2527339,end_only
778,54 PL,70063.0,32.7347417,-117.0796148,end_only
779,HENSON ST,70030.0,32.703716,-117.061928,end_only
780,HARJOAN AV,69996.0,32.7935159,-117.145527,both
781,RIDGE VIEW DR,69807.0,32.731525,-117.093918,both
782,ALLEY E/O 42 ST,69730.0,32.7457831,-117.1045088,end_only
783,SUNSET RIDGE DR,69352.0,32.918491,-117.082962,both
784,LEWIS ST,69102.0,32.777408750000006,-117.11724165,end_only
785,E PARK AV,68885.0,32.767304,-117.2089706,start_only
786,PEPPER SB DR,68885.0,32.5546165,-117.0435411,end_only
787,DRAPER AV,68872.0,32.8374841,-117.2758005,both
788,SHAFTER ST,68677.0,32.7207786,-117.229467,end_only
789,MIRAMAR  RD,68428.0,32.8938447,-117.1259922,both
790,6 AV,68116.0,32.7174202,-117.1627728,both
791,EADS AV,67987.0,32.8402557,-117.2750163,end_only
792,AUBURN DR,67916.0,32.741562,-117.08876,start_only
793,ENCINO AV,67171.0,32.7872293,-117.1440377,start_only
794,CONVERSE AV,67171.0,32.7888097,-117.1456261,end_only
795,PARADISE RD,67009.0,32.693352,-117.044487,start_only
796,KEATS ST,67005.0,32.7303857,-117.2303139,end_only
797,MACARTHUR DR,66973.0,32.732105,-117.05658,end_only
798,WARING RD,66907.0,32.7978053,-117.0745863,both
799,DAHLIA AV,66815.0,32.582912,-117.096992,start_only
800,MEADOWBROOK DR,66731.0,32.7105257,-117.036126,both
801,CEDARBRAE LN,66532.0,32.710403,-117.246948,start_only
802,SANTA FE DOWNS SQ,66467.0,32.9814178,-117.2373847,end_only
803,ADAMS  AV,66261.0,32.7633807,-117.1254226,both
804,BERINO CT,66238.0,32.86348,-117.221451,start_only
805,QUIVIRA ACCESS ,66050.0,32.765719,-117.2378225,both
806,ALCONA ST,66028.0,32.6873553,-117.0435752,start_only
807,EMORY ST,66004.0,32.7412514,-117.1823523,start_only
808,JEFFERSON ST,65877.0,32.7285619,-117.2287571,end_only
809,CHANTILLY AV,65862.0,32.7914939,-117.1447663,start_only
810,SAN JUAN PL,65857.0,32.7803786,-117.2524911,end_only
811,NANTASKET CT,65857.0,32.7798562,-117.2518606,start_only
812,W BERNARDO CT,65847.0,33.0212024,-117.0832825,start_only
813,SYCHAR RD,65807.0,32.705498,-117.045311,end_only
814,TUTHER WY,65807.0,32.703526,-117.045967,start_only
815,SOLEDAD RANCHO RD,65520.0,32.81636,-117.234207,end_only
816,CROWNHILL RD,65520.0,32.811905,-117.232742,start_only
817,AVIARY DR,65461.0,32.9045717,-117.0993499,both
818,CHURCHWARD ST,65291.0,32.7040318,-117.0785349,start_only
819,EXCALIBUR WY,65278.0,32.8686482,-117.2074733,end_only
820,FLORIDA DR,65260.0,32.7241676,-117.1431753,both
821,TOWNSGATE DR,65226.0,32.9494204,-117.2328611,end_only
822,ELIJAH CT,65165.0,32.9468955,-117.2353854,end_only
823,LEGHORN AV,64816.0,32.6997249,-117.0558603,start_only
824,CYPRESS DR,64363.0,32.558743,-117.054283,end_only
825,TONAWANDA DR,64257.0,32.665504,-117.058456,end_only
826,ESSEX ST,64257.0,32.7474595,-117.1512297,both
827,22 ST,64150.0,32.7174202,-117.1627728,both
828,WILCOX ST,64124.0,32.7187085,-117.243533,start_only
829,BERNARDO LAKES  DR,64108.0,33.023781,-117.130333,both
830,MARCELLENA RD,64086.0,32.73222,-117.092369,start_only
831,UVAS ST,63812.0,32.70992,-117.0919686,both
832,JUTLAND DR,63753.0,32.826733,-117.222252,both
833,EL CERRITO DR,63749.0,32.7608475,-117.0736619,end_only
834,DAIRY MART RD,63574.0,32.5561947,-117.0624594,both
835,LEON AV,63512.0,32.565563,-117.097092,both
836,PENNANT WY,63498.0,32.8470848,-117.2220501,both
837,LEEDS ST,63458.0,32.881809,-117.219063,start_only
838,LAKEHURST AV,63449.0,32.8311794,-117.202309,start_only
839,KLEEFELD AV,63449.0,32.832603,-117.200371,end_only
840,THANKSGIVING LN,63239.0,32.903927,-117.126228,start_only
841,MARMIL WY,63125.0,32.6661456,-117.0582925,end_only
842,VALLEY RD,63125.0,32.6638812,-117.0615814,start_only
843,CAMINO SUR RD,62992.0,33.009212,-117.1452309,start_only
844,MARGARITA RD,62902.0,32.707069,-117.043602,end_only
845,ABBOTT ST,62676.0,32.7527866,-117.2486472,end_only
846,HARTLEY ST,62656.0,32.7101069,-117.0946936,both
847,GRAPE  ST,62543.0,32.7261645,-117.160248,start_only
848,SHADYGLADE LN,62083.0,32.700806,-117.032478,start_only
849,TECHNOLOGY DR,62034.0,33.0091105,-117.0919428,end_only
850,ELDRIDGE ST,61920.0,32.790791,-117.077988,start_only
851,GALEWOOD ST,61920.0,32.7945791,-117.0686174,end_only
852,KEELER AV,61787.0,32.693943,-117.100166,end_only
853,LADNER ST,61627.0,32.695351,-117.09375,end_only
854,SERVANDO AV,61450.0,32.5569825,-117.0649317,both
855,52 PL,61277.0,32.7174202,-117.1627728,end_only
856,ARMSTRONG ST,61120.0,32.803557,-117.1628414,both
857,CARLTON OAKS DR,61118.0,32.8456625,-116.9982866,end_only
858,WESTVALE RD,60153.0,32.977909,-117.132347,both
859,NAPIER ST,60145.0,32.7827144,-117.2042922,start_only
860,APRIL CT,60104.0,32.8501794,-117.204195,start_only
861,NARRAGANSETT AV,60100.0,32.7387921,-117.2421305,start_only
862,ARJONS DR,60021.0,32.8944372,-117.1472132,both
863,3 AV,59838.0,32.7174202,-117.1627728,both
864,ATASCADERO DR,59740.0,32.7388688,-117.234379,start_only
865,ALICIA DR,59740.0,32.7398929,-117.2341953,end_only
866,CENTURION SQ,59617.0,32.8617024,-117.2086931,start_only
867,JEWELL  ST,59333.0,32.784294,-117.234802,end_only
868,KENDALL  ST,59333.0,32.798683,-117.236572,start_only
869,TAYLOR ST,59277.0,32.7555568,-117.1996047,both
870,BAKER ST,59218.0,32.8020975,-117.2048353,start_only
871,MERCY  RD,59151.0,32.8219016,-117.1488519,both
872,DATSUN ST,58901.0,32.5719101,-116.9976057,both
873,MATINAL RD,58819.0,33.0315883,-117.0850561,both
874,LISTER ST,58564.0,32.78508,-117.199043,end_only
875,INGULF ST,58478.0,32.7895839,-117.2060041,both
876,SCRIPPS ST,58225.0,32.8482971,-117.2169148,both
877,SUNSET ST,58057.0,32.755421,-117.194473,end_only
878,SAMPSON ST,58033.0,32.82868015,-117.13306675,both
879,MT AGUILAR DR,58010.0,32.8170989,-117.1745612,both
880,ANNRAE ST,57924.0,32.8019882,-117.1533879,start_only
881,CRESTMAR PT,57561.0,32.8857628,-117.1692216,end_only
882,ST RITA PL,57526.0,32.701931,-117.08564,start_only
883,SANTA CRUZ AV,57513.0,32.7392478,-117.2470425,end_only
884,VIA VALVERDE DR,57491.0,32.834541,-117.258034,end_only
885,MT FORAKER AV,57486.0,32.824066,-117.188454,start_only
886,ROYAL OAK DR,57369.0,32.704174,-117.026314,end_only
887,AREY DR,57210.0,32.5787533,-117.0516959,start_only
888,CAMINO DEL RIO N ,57127.0,32.7668992,-117.1532824,start_only
889,GRANITE RIDGE DR,57079.0,32.8064,-117.120491,start_only
890,ALABAMA ST,57077.0,32.8685412,-117.195039,end_only
891,ROSECRANS  ST,57060.0,32.7547067,-117.2018158,both
892,DEL MAR AV,57025.0,32.7297982,-117.2392929,both
